,source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence
1863,Endo,CAF,COL4A1,ITGA11_ITGB1,0.195814418178845,0,COL4A1_ITGA11_ITGB1,COL4A1 - (ITGA11+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1864,CAF,CAF,COL4A2,ITGA11_ITGB1,0.0904393789904426,0,COL4A2_ITGA11_ITGB1,COL4A2 - (ITGA11+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1865,Endo,CAF,COL4A2,ITGA11_ITGB1,0.196215668529373,0,COL4A2_ITGA11_ITGB1,COL4A2 - (ITGA11+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1866,CAF,CAF,COL6A1,ITGA11_ITGB1,0.197411166542108,0,COL6A1_ITGA11_ITGB1,COL6A1 - (ITGA11+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1867,Endo,CAF,COL6A1,ITGA11_ITGB1,0.0115512580613523,0,COL6A1_ITGA11_ITGB1,COL6A1 - (ITGA11+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1868,malignant_cell,CAF,COL6A1,ITGA11_ITGB1,0.0278494147943816,0,COL6A1_ITGA11_ITGB1,COL6A1 - (ITGA11+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1869,CAF,CAF,COL6A2,ITGA11_ITGB1,0.18713562379756,0,COL6A2_ITGA11_ITGB1,COL6A2 - (ITGA11+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1870,Endo,CAF,COL6A2,ITGA11_ITGB1,0.105929099308836,0,COL6A2_ITGA11_ITGB1,COL6A2 - (ITGA11+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1871,CAF,CAF,COL6A3,ITGA11_ITGB1,0.191147897226139,0,COL6A3_ITGA11_ITGB1,COL6A3 - (ITGA11+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1872,malignant_cell,CAF,COL9A3,ITGA11_ITGB1,0.0140518127421323,0,COL9A3_ITGA11_ITGB1,COL9A3 - (ITGA11+ITGB1),COLLAGEN,ECM-Receptor,KEGG: hsa04512
1873,CAF,CAF,FN1,ITGAV_ITGB1,0.22155506592277,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1874,Endo,CAF,FN1,ITGAV_ITGB1,0.197759016546838,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1875,Macro,CAF,FN1,ITGAV_ITGB1,0.0536070535107382,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1876,malignant_cell,CAF,FN1,ITGAV_ITGB1,0.133686104455173,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1877,CAF,Endo,FN1,ITGAV_ITGB1,0.210118796334966,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1878,Endo,Endo,FN1,ITGAV_ITGB1,0.187255585037167,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1879,Macro,Endo,FN1,ITGAV_ITGB1,0.0502800103369857,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1880,malignant_cell,Endo,FN1,ITGAV_ITGB1,0.126051030229166,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1881,CAF,Macro,FN1,ITGAV_ITGB1,0.107081142141876,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1882,Endo,Macro,FN1,ITGAV_ITGB1,0.0940939736350756,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1883,Macro,Macro,FN1,ITGAV_ITGB1,0.023310635445481,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1884,malignant_cell,Macro,FN1,ITGAV_ITGB1,0.0610519795681196,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1885,CAF,malignant_cell,FN1,ITGAV_ITGB1,0.1580697217283,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1886,Endo,malignant_cell,FN1,ITGAV_ITGB1,0.139867158388794,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1887,Macro,malignant_cell,FN1,ITGAV_ITGB1,0.0360194826940461,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1888,malignant_cell,malignant_cell,FN1,ITGAV_ITGB1,0.092390784964061,0,FN1_ITGAV_ITGB1,FN1 - (ITGAV+ITGB1),FN1,ECM-Receptor,KEGG: hsa04512
1889,CAF,NK,FN1,ITGA4_ITGB7,0.0359443366825848,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
1890,Endo,NK,FN1,ITGA4_ITGB7,0.0312826197679272,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
1891,Macro,NK,FN1,ITGA4_ITGB7,0.00736570453079207,0.01,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
1892,malignant_cell,NK,FN1,ITGA4_ITGB7,0.0198149793655113,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
1893,CAF,T_cell,FN1,ITGA4_ITGB7,0.092937247110502,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
1894,Endo,T_cell,FN1,ITGA4_ITGB7,0.0815089089028215,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
1895,Macro,T_cell,FN1,ITGA4_ITGB7,0.0199839941269775,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
1896,malignant_cell,T_cell,FN1,ITGA4_ITGB7,0.0526295325330729,0,FN1_ITGA4_ITGB7,FN1 - (ITGA4+ITGB7),FN1,ECM-Receptor,KEGG: hsa04512
1897,CAF,CAF,FN1,ITGAV_ITGB3,0.0800616007436557,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1898,Endo,CAF,FN1,ITGAV_ITGB3,0.0700942083991934,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1899,Macro,CAF,FN1,ITGAV_ITGB3,0.0170256754431031,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1900,malignant_cell,CAF,FN1,ITGAV_ITGB3,0.0450607549487051,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1901,CAF,Endo,FN1,ITGAV_ITGB3,0.077895069660986,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1902,Endo,Endo,FN1,ITGAV_ITGB3,0.0681774133475038,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1903,Macro,Endo,FN1,ITGAV_ITGB3,0.0165342881925462,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1904,malignant_cell,Endo,FN1,ITGAV_ITGB3,0.0437962829918667,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1905,CAF,malignant_cell,FN1,ITGAV_ITGB3,0.100403903742688,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1906,Endo,malignant_cell,FN1,ITGAV_ITGB3,0.0881466284894147,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1907,Macro,malignant_cell,FN1,ITGAV_ITGB3,0.0217299363618224,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1908,malignant_cell,malignant_cell,FN1,ITGAV_ITGB3,0.0570615521140375,0,FN1_ITGAV_ITGB3,FN1 - (ITGAV+ITGB3),FN1,ECM-Receptor,KEGG: hsa04512
1909,Endo,CAF,VWF,ITGAV_ITGB3,0.0789141332543836,0,VWF_ITGAV_ITGB3,VWF - (ITGAV+ITGB3),VWF,ECM-Receptor,KEGG: hsa04512
1910,Endo,Endo,VWF,ITGAV_ITGB3,0.0767760620800229,0,VWF_ITGAV_ITGB3,VWF - (ITGAV+ITGB3),VWF,ECM-Receptor,KEGG: hsa04512
1911,Endo,malignant_cell,VWF,ITGAV_ITGB3,0.0989962585704271,0,VWF_ITGAV_ITGB3,VWF - (ITGAV+ITGB3),VWF,ECM-Receptor,KEGG: hsa04512
1912,B_cell,CAF,TNC,ITGAV_ITGB3,0.0020844912590405,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1913,CAF,CAF,TNC,ITGAV_ITGB3,0.0320917707995059,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1914,Endo,CAF,TNC,ITGAV_ITGB3,0.0176403529740367,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1915,malignant_cell,CAF,TNC,ITGAV_ITGB3,0.0138444517295475,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1916,T_cell,CAF,TNC,ITGAV_ITGB3,0.00165626394535698,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1917,B_cell,Endo,TNC,ITGAV_ITGB3,0.0020234419533253,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1918,CAF,Endo,TNC,ITGAV_ITGB3,0.0311793453675807,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1919,Endo,Endo,TNC,ITGAV_ITGB3,0.0171315343687824,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1920,Macro,Endo,TNC,ITGAV_ITGB3,0.000680285818176398,0.03,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1921,malignant_cell,Endo,TNC,ITGAV_ITGB3,0.013443623795636,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1922,T_cell,Endo,TNC,ITGAV_ITGB3,0.0016077360936255,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1923,B_cell,malignant_cell,TNC,ITGAV_ITGB3,0.00267166486297874,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1924,CAF,malignant_cell,TNC,ITGAV_ITGB3,0.0407861268365815,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1925,Endo,malignant_cell,TNC,ITGAV_ITGB3,0.0225105623422797,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1926,Macro,malignant_cell,TNC,ITGAV_ITGB3,0.000898607289462661,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1927,malignant_cell,malignant_cell,TNC,ITGAV_ITGB3,0.0176855426291556,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1928,NK,malignant_cell,TNC,ITGAV_ITGB3,0.000521201401789749,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1929,T_cell,malignant_cell,TNC,ITGAV_ITGB3,0.00212306821379785,0,TNC_ITGAV_ITGB3,TNC - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1930,CAF,CAF,TNXB,ITGAV_ITGB3,0.0166571222391257,0,TNXB_ITGAV_ITGB3,TNXB - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1931,Endo,CAF,TNXB,ITGAV_ITGB3,0.0178525627160242,0,TNXB_ITGAV_ITGB3,TNXB - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1932,CAF,Endo,TNXB,ITGAV_ITGB3,0.0161761969557044,0,TNXB_ITGAV_ITGB3,TNXB - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1933,Endo,Endo,TNXB,ITGAV_ITGB3,0.0173377311593981,0,TNXB_ITGAV_ITGB3,TNXB - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1934,CAF,malignant_cell,TNXB,ITGAV_ITGB3,0.0212617531048375,0,TNXB_ITGAV_ITGB3,TNXB - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1935,Endo,malignant_cell,TNXB,ITGAV_ITGB3,0.0227800010887389,0,TNXB_ITGAV_ITGB3,TNXB - (ITGAV+ITGB3),TENASCIN,ECM-Receptor,KEGG: hsa04512
1936,CAF,CAF,THBS1,ITGAV_ITGB3,0.0706997378275011,0,THBS1_ITGAV_ITGB3,THBS1 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1937,Endo,CAF,THBS1,ITGAV_ITGB3,0.0674613174459536,0,THBS1_ITGAV_ITGB3,THBS1 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1938,Macro,CAF,THBS1,ITGAV_ITGB3,0.017359442500991,0,THBS1_ITGAV_ITGB3,THBS1 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1939,CAF,Endo,THBS1,ITGAV_ITGB3,0.0687676085204141,0,THBS1_ITGAV_ITGB3,THBS1 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1940,Endo,Endo,THBS1,ITGAV_ITGB3,0.0656114413473282,0,THBS1_ITGAV_ITGB3,THBS1 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1941,Macro,Endo,THBS1,ITGAV_ITGB3,0.0168585874305638,0,THBS1_ITGAV_ITGB3,THBS1 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1942,CAF,malignant_cell,THBS1,ITGAV_ITGB3,0.0888932010990238,0,THBS1_ITGAV_ITGB3,THBS1 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1943,Endo,malignant_cell,THBS1,ITGAV_ITGB3,0.0848975567431844,0,THBS1_ITGAV_ITGB3,THBS1 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1944,Macro,malignant_cell,THBS1,ITGAV_ITGB3,0.0221538461272577,0,THBS1_ITGAV_ITGB3,THBS1 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1945,CAF,CAF,THBS2,ITGAV_ITGB3,0.0690214690230466,0,THBS2_ITGAV_ITGB3,THBS2 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1946,CAF,Endo,THBS2,ITGAV_ITGB3,0.067131891319754,0,THBS2_ITGAV_ITGB3,THBS2 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1947,CAF,malignant_cell,THBS2,ITGAV_ITGB3,0.0868234059257769,0,THBS2_ITGAV_ITGB3,THBS2 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1948,CAF,CAF,THBS3,ITGAV_ITGB3,0.00916156935173006,0,THBS3_ITGAV_ITGB3,THBS3 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1949,CAF,Endo,THBS3,ITGAV_ITGB3,0.00889509843969324,0,THBS3_ITGAV_ITGB3,THBS3 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1950,CAF,malignant_cell,THBS3,ITGAV_ITGB3,0.0117188516491212,0,THBS3_ITGAV_ITGB3,THBS3 - (ITGAV+ITGB3),THBS,ECM-Receptor,KEGG: hsa04512
1951,CAF,CAF,FN1,ITGAV_ITGB8,0.0338480611732238,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1952,Endo,CAF,FN1,ITGAV_ITGB8,0.0294499107065901,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1953,Macro,CAF,FN1,ITGAV_ITGB8,0.00692416543424209,0.01,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1954,malignant_cell,CAF,FN1,ITGAV_ITGB8,0.0186411798882152,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1955,CAF,Endo,FN1,ITGAV_ITGB8,0.0319958540244152,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1956,Endo,Endo,FN1,ITGAV_ITGB8,0.0278314427910334,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1957,Macro,Endo,FN1,ITGAV_ITGB8,0.00653530082732799,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1958,malignant_cell,Endo,FN1,ITGAV_ITGB8,0.0176059479471947,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1959,CAF,Macro,FN1,ITGAV_ITGB8,0.0122527653528116,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1960,Endo,Macro,FN1,ITGAV_ITGB8,0.0106297924192933,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1961,malignant_cell,Macro,FN1,ITGAV_ITGB8,0.00668088944223611,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1962,CAF,malignant_cell,FN1,ITGAV_ITGB8,0.0985467043315074,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1963,Endo,malignant_cell,FN1,ITGAV_ITGB8,0.0864943560893387,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1964,Macro,malignant_cell,FN1,ITGAV_ITGB8,0.0212935455331867,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1965,malignant_cell,malignant_cell,FN1,ITGAV_ITGB8,0.0559562005438615,0,FN1_ITGAV_ITGB8,FN1 - (ITGAV+ITGB8),FN1,ECM-Receptor,KEGG: hsa04512
1966,malignant_cell,CAF,LAMA1,ITGAV_ITGB8,0.000927662118518479,0,LAMA1_ITGAV_ITGB8,LAMA1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1967,malignant_cell,Endo,LAMA1,ITGAV_ITGB8,0.000875267332190869,0,LAMA1_ITGAV_ITGB8,LAMA1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1968,malignant_cell,Macro,LAMA1,ITGAV_ITGB8,0.000328662424598037,0,LAMA1_ITGAV_ITGB8,LAMA1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1969,malignant_cell,malignant_cell,LAMA1,ITGAV_ITGB8,0.00288899575466021,0,LAMA1_ITGAV_ITGB8,LAMA1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1970,CAF,CAF,LAMA2,ITGAV_ITGB8,0.00499979954625827,0,LAMA2_ITGAV_ITGB8,LAMA2 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1971,CAF,Endo,LAMA2,ITGAV_ITGB8,0.00471849479458673,0,LAMA2_ITGAV_ITGB8,LAMA2 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1972,CAF,Macro,LAMA2,ITGAV_ITGB8,0.00177605877149274,0,LAMA2_ITGAV_ITGB8,LAMA2 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1973,CAF,malignant_cell,LAMA2,ITGAV_ITGB8,0.0154377187657009,0,LAMA2_ITGAV_ITGB8,LAMA2 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1974,CAF,CAF,LAMA4,ITGAV_ITGB8,0.0164744673512439,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1975,Endo,CAF,LAMA4,ITGAV_ITGB8,0.0239347157732568,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1976,malignant_cell,CAF,LAMA4,ITGAV_ITGB8,0.0136796227020371,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1977,CAF,Endo,LAMA4,ITGAV_ITGB8,0.0155576555192743,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1978,Endo,Endo,LAMA4,ITGAV_ITGB8,0.0226122827277905,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1979,malignant_cell,Endo,LAMA4,ITGAV_ITGB8,0.0129163027051244,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1980,CAF,Macro,LAMA4,ITGAV_ITGB8,0.00589600021904094,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1981,Endo,Macro,LAMA4,ITGAV_ITGB8,0.00860785236035046,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1982,malignant_cell,Macro,LAMA4,ITGAV_ITGB8,0.00488684436516962,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1983,CAF,malignant_cell,LAMA4,ITGAV_ITGB8,0.0496717965459293,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1984,Endo,malignant_cell,LAMA4,ITGAV_ITGB8,0.0710786026705174,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1985,malignant_cell,malignant_cell,LAMA4,ITGAV_ITGB8,0.0414826597283594,0,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1986,NK,malignant_cell,LAMA4,ITGAV_ITGB8,0.00164242596319545,0.01,LAMA4_ITGAV_ITGB8,LAMA4 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1987,Endo,CAF,LAMA5,ITGAV_ITGB8,0.013206043809165,0,LAMA5_ITGAV_ITGB8,LAMA5 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1988,Endo,Endo,LAMA5,ITGAV_ITGB8,0.01246881534653,0,LAMA5_ITGAV_ITGB8,LAMA5 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1989,Endo,Macro,LAMA5,ITGAV_ITGB8,0.00471620973454894,0,LAMA5_ITGAV_ITGB8,LAMA5 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1990,Endo,malignant_cell,LAMA5,ITGAV_ITGB8,0.0400856777506073,0,LAMA5_ITGAV_ITGB8,LAMA5 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1991,CAF,CAF,LAMB1,ITGAV_ITGB8,0.0172534380809435,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1992,Endo,CAF,LAMB1,ITGAV_ITGB8,0.0274897150934597,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1993,malignant_cell,CAF,LAMB1,ITGAV_ITGB8,0.00781339176477555,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1994,CAF,Endo,LAMB1,ITGAV_ITGB8,0.0162939943403097,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1995,Endo,Endo,LAMB1,ITGAV_ITGB8,0.0259760897237215,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1996,malignant_cell,Endo,LAMB1,ITGAV_ITGB8,0.00737495862966774,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1997,CAF,Macro,LAMB1,ITGAV_ITGB8,0.00617792571545557,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1998,Endo,Macro,LAMB1,ITGAV_ITGB8,0.00990947998220715,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
1999,malignant_cell,Macro,LAMB1,ITGAV_ITGB8,0.00278058957002317,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
2000,CAF,malignant_cell,LAMB1,ITGAV_ITGB8,0.0519375624235441,0,LAMB1_ITGAV_ITGB8,LAMB1 - (ITGAV+ITGB8),LAMININ,ECM-Receptor,KEGG: hsa04512
