id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	B cell|B cell	B cell|Basal	B cell|CTL	B cell|Ciliated	B cell|Ciliated-diff	B cell|FOXN4	B cell|IRC	B cell|Ionocyte	B cell|MC	B cell|MoMa	B cell|NK	B cell|NKT	B cell|NKT-p	B cell|Neu	B cell|Secretory	B cell|Secretory-diff	B cell|Squamous	B cell|Treg	B cell|moDC	B cell|nrMa	B cell|pDC	B cell|rMa	Basal|B cell	Basal|Basal	Basal|CTL	Basal|Ciliated	Basal|Ciliated-diff	Basal|FOXN4	Basal|IRC	Basal|Ionocyte	Basal|MC	Basal|MoMa	Basal|NK	Basal|NKT	Basal|NKT-p	Basal|Neu	Basal|Secretory	Basal|Secretory-diff	Basal|Squamous	Basal|Treg	Basal|moDC	Basal|nrMa	Basal|pDC	Basal|rMa	CTL|B cell	CTL|Basal	CTL|CTL	CTL|Ciliated	CTL|Ciliated-diff	CTL|FOXN4	CTL|IRC	CTL|Ionocyte	CTL|MC	CTL|MoMa	CTL|NK	CTL|NKT	CTL|NKT-p	CTL|Neu	CTL|Secretory	CTL|Secretory-diff	CTL|Squamous	CTL|Treg	CTL|moDC	CTL|nrMa	CTL|pDC	CTL|rMa	Ciliated|B cell	Ciliated|Basal	Ciliated|CTL	Ciliated|Ciliated	Ciliated|Ciliated-diff	Ciliated|FOXN4	Ciliated|IRC	Ciliated|Ionocyte	Ciliated|MC	Ciliated|MoMa	Ciliated|NK	Ciliated|NKT	Ciliated|NKT-p	Ciliated|Neu	Ciliated|Secretory	Ciliated|Secretory-diff	Ciliated|Squamous	Ciliated|Treg	Ciliated|moDC	Ciliated|nrMa	Ciliated|pDC	Ciliated|rMa	Ciliated-diff|B cell	Ciliated-diff|Basal	Ciliated-diff|CTL	Ciliated-diff|Ciliated	Ciliated-diff|Ciliated-diff	Ciliated-diff|FOXN4	Ciliated-diff|IRC	Ciliated-diff|Ionocyte	Ciliated-diff|MC	Ciliated-diff|MoMa	Ciliated-diff|NK	Ciliated-diff|NKT	Ciliated-diff|NKT-p	Ciliated-diff|Neu	Ciliated-diff|Secretory	Ciliated-diff|Secretory-diff	Ciliated-diff|Squamous	Ciliated-diff|Treg	Ciliated-diff|moDC	Ciliated-diff|nrMa	Ciliated-diff|pDC	Ciliated-diff|rMa	FOXN4|B cell	FOXN4|Basal	FOXN4|CTL	FOXN4|Ciliated	FOXN4|Ciliated-diff	FOXN4|FOXN4	FOXN4|IRC	FOXN4|Ionocyte	FOXN4|MC	FOXN4|MoMa	FOXN4|NK	FOXN4|NKT	FOXN4|NKT-p	FOXN4|Neu	FOXN4|Secretory	FOXN4|Secretory-diff	FOXN4|Squamous	FOXN4|Treg	FOXN4|moDC	FOXN4|nrMa	FOXN4|pDC	FOXN4|rMa	IRC|B cell	IRC|Basal	IRC|CTL	IRC|Ciliated	IRC|Ciliated-diff	IRC|FOXN4	IRC|IRC	IRC|Ionocyte	IRC|MC	IRC|MoMa	IRC|NK	IRC|NKT	IRC|NKT-p	IRC|Neu	IRC|Secretory	IRC|Secretory-diff	IRC|Squamous	IRC|Treg	IRC|moDC	IRC|nrMa	IRC|pDC	IRC|rMa	Ionocyte|B cell	Ionocyte|Basal	Ionocyte|CTL	Ionocyte|Ciliated	Ionocyte|Ciliated-diff	Ionocyte|FOXN4	Ionocyte|IRC	Ionocyte|Ionocyte	Ionocyte|MC	Ionocyte|MoMa	Ionocyte|NK	Ionocyte|NKT	Ionocyte|NKT-p	Ionocyte|Neu	Ionocyte|Secretory	Ionocyte|Secretory-diff	Ionocyte|Squamous	Ionocyte|Treg	Ionocyte|moDC	Ionocyte|nrMa	Ionocyte|pDC	Ionocyte|rMa	MC|B cell	MC|Basal	MC|CTL	MC|Ciliated	MC|Ciliated-diff	MC|FOXN4	MC|IRC	MC|Ionocyte	MC|MC	MC|MoMa	MC|NK	MC|NKT	MC|NKT-p	MC|Neu	MC|Secretory	MC|Secretory-diff	MC|Squamous	MC|Treg	MC|moDC	MC|nrMa	MC|pDC	MC|rMa	MoMa|B cell	MoMa|Basal	MoMa|CTL	MoMa|Ciliated	MoMa|Ciliated-diff	MoMa|FOXN4	MoMa|IRC	MoMa|Ionocyte	MoMa|MC	MoMa|MoMa	MoMa|NK	MoMa|NKT	MoMa|NKT-p	MoMa|Neu	MoMa|Secretory	MoMa|Secretory-diff	MoMa|Squamous	MoMa|Treg	MoMa|moDC	MoMa|nrMa	MoMa|pDC	MoMa|rMa	NK|B cell	NK|Basal	NK|CTL	NK|Ciliated	NK|Ciliated-diff	NK|FOXN4	NK|IRC	NK|Ionocyte	NK|MC	NK|MoMa	NK|NK	NK|NKT	NK|NKT-p	NK|Neu	NK|Secretory	NK|Secretory-diff	NK|Squamous	NK|Treg	NK|moDC	NK|nrMa	NK|pDC	NK|rMa	NKT|B cell	NKT|Basal	NKT|CTL	NKT|Ciliated	NKT|Ciliated-diff	NKT|FOXN4	NKT|IRC	NKT|Ionocyte	NKT|MC	NKT|MoMa	NKT|NK	NKT|NKT	NKT|NKT-p	NKT|Neu	NKT|Secretory	NKT|Secretory-diff	NKT|Squamous	NKT|Treg	NKT|moDC	NKT|nrMa	NKT|pDC	NKT|rMa	NKT-p|B cell	NKT-p|Basal	NKT-p|CTL	NKT-p|Ciliated	NKT-p|Ciliated-diff	NKT-p|FOXN4	NKT-p|IRC	NKT-p|Ionocyte	NKT-p|MC	NKT-p|MoMa	NKT-p|NK	NKT-p|NKT	NKT-p|NKT-p	NKT-p|Neu	NKT-p|Secretory	NKT-p|Secretory-diff	NKT-p|Squamous	NKT-p|Treg	NKT-p|moDC	NKT-p|nrMa	NKT-p|pDC	NKT-p|rMa	Neu|B cell	Neu|Basal	Neu|CTL	Neu|Ciliated	Neu|Ciliated-diff	Neu|FOXN4	Neu|IRC	Neu|Ionocyte	Neu|MC	Neu|MoMa	Neu|NK	Neu|NKT	Neu|NKT-p	Neu|Neu	Neu|Secretory	Neu|Secretory-diff	Neu|Squamous	Neu|Treg	Neu|moDC	Neu|nrMa	Neu|pDC	Neu|rMa	Secretory|B cell	Secretory|Basal	Secretory|CTL	Secretory|Ciliated	Secretory|Ciliated-diff	Secretory|FOXN4	Secretory|IRC	Secretory|Ionocyte	Secretory|MC	Secretory|MoMa	Secretory|NK	Secretory|NKT	Secretory|NKT-p	Secretory|Neu	Secretory|Secretory	Secretory|Secretory-diff	Secretory|Squamous	Secretory|Treg	Secretory|moDC	Secretory|nrMa	Secretory|pDC	Secretory|rMa	Secretory-diff|B cell	Secretory-diff|Basal	Secretory-diff|CTL	Secretory-diff|Ciliated	Secretory-diff|Ciliated-diff	Secretory-diff|FOXN4	Secretory-diff|IRC	Secretory-diff|Ionocyte	Secretory-diff|MC	Secretory-diff|MoMa	Secretory-diff|NK	Secretory-diff|NKT	Secretory-diff|NKT-p	Secretory-diff|Neu	Secretory-diff|Secretory	Secretory-diff|Secretory-diff	Secretory-diff|Squamous	Secretory-diff|Treg	Secretory-diff|moDC	Secretory-diff|nrMa	Secretory-diff|pDC	Secretory-diff|rMa	Squamous|B cell	Squamous|Basal	Squamous|CTL	Squamous|Ciliated	Squamous|Ciliated-diff	Squamous|FOXN4	Squamous|IRC	Squamous|Ionocyte	Squamous|MC	Squamous|MoMa	Squamous|NK	Squamous|NKT	Squamous|NKT-p	Squamous|Neu	Squamous|Secretory	Squamous|Secretory-diff	Squamous|Squamous	Squamous|Treg	Squamous|moDC	Squamous|nrMa	Squamous|pDC	Squamous|rMa	Treg|B cell	Treg|Basal	Treg|CTL	Treg|Ciliated	Treg|Ciliated-diff	Treg|FOXN4	Treg|IRC	Treg|Ionocyte	Treg|MC	Treg|MoMa	Treg|NK	Treg|NKT	Treg|NKT-p	Treg|Neu	Treg|Secretory	Treg|Secretory-diff	Treg|Squamous	Treg|Treg	Treg|moDC	Treg|nrMa	Treg|pDC	Treg|rMa	moDC|B cell	moDC|Basal	moDC|CTL	moDC|Ciliated	moDC|Ciliated-diff	moDC|FOXN4	moDC|IRC	moDC|Ionocyte	moDC|MC	moDC|MoMa	moDC|NK	moDC|NKT	moDC|NKT-p	moDC|Neu	moDC|Secretory	moDC|Secretory-diff	moDC|Squamous	moDC|Treg	moDC|moDC	moDC|nrMa	moDC|pDC	moDC|rMa	nrMa|B cell	nrMa|Basal	nrMa|CTL	nrMa|Ciliated	nrMa|Ciliated-diff	nrMa|FOXN4	nrMa|IRC	nrMa|Ionocyte	nrMa|MC	nrMa|MoMa	nrMa|NK	nrMa|NKT	nrMa|NKT-p	nrMa|Neu	nrMa|Secretory	nrMa|Secretory-diff	nrMa|Squamous	nrMa|Treg	nrMa|moDC	nrMa|nrMa	nrMa|pDC	nrMa|rMa	pDC|B cell	pDC|Basal	pDC|CTL	pDC|Ciliated	pDC|Ciliated-diff	pDC|FOXN4	pDC|IRC	pDC|Ionocyte	pDC|MC	pDC|MoMa	pDC|NK	pDC|NKT	pDC|NKT-p	pDC|Neu	pDC|Secretory	pDC|Secretory-diff	pDC|Squamous	pDC|Treg	pDC|moDC	pDC|nrMa	pDC|pDC	pDC|rMa	rMa|B cell	rMa|Basal	rMa|CTL	rMa|Ciliated	rMa|Ciliated-diff	rMa|FOXN4	rMa|IRC	rMa|Ionocyte	rMa|MC	rMa|MoMa	rMa|NK	rMa|NKT	rMa|NKT-p	rMa|Neu	rMa|Secretory	rMa|Secretory-diff	rMa|Squamous	rMa|Treg	rMa|moDC	rMa|nrMa	rMa|pDC	rMa|rMa
CPI-SS006C89002	CCR3_CCL15	simple:P51677	simple:Q16663	CCR3	CCL15	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0C916344D	AVP_OXTR	simple:P01185	simple:P30559	AVP	OXTR	True	False	True	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS04B547174	OXT_OXTR	simple:P01178	simple:P30559	OXT	OXTR	True	False	True	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0FCF733EA	AVP_AVPR2	simple:P01185	simple:P30518	AVP	AVPR2	True	False	True	I2D,InnateDB-All	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS032AD1183	NPPA_NPR1	simple:P01160	simple:P16066	NPPA	NPR1	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0BD5C2A23	NRG1_ERBB4	simple:Q02297	simple:Q15303	NRG1	ERBB4	True	True	True	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0708FE6FF	NRG1_LSR	simple:Q02297	simple:Q86X29	NRG1	LSR	True	True	True	InnateDB-All	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0E075E5AF	NRG1_NETO2	simple:Q02297	simple:Q8NC67	NRG1	NETO2	True	True	True	InnateDB-All	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0978D28AB	NRG1_MS4A4A	simple:Q02297	simple:Q96JQ5	NRG1	MS4A4A	True	True	True	IMEx,IntAct	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0EDD062F7	CCR3_CCL13	simple:P51677	simple:Q99616	CCR3	CCL13	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0B887F7AC	CCR1_CCL13	simple:P32246	simple:Q99616	CCR1	CCL13	True	True	False	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0C98C08DA	CCR2_CCL13	simple:P41597	simple:Q99616	CCR2	CCL13	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS06B0861F1	ACKR2_CCL13	simple:O00590	simple:Q99616	ACKR2	CCL13	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS08A54963F	EFNA2_EPHA2	simple:O43921	simple:P29317	EFNA2	EPHA2	False	False	True	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0830C7910	EFNA2_EPHA8	simple:O43921	simple:P29322	EFNA2	EPHA8	False	False	True	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS037E6BEDF	EFNA1_EPHA8	simple:P20827	simple:P29322	EFNA1	EPHA8	True	False	True	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS034C2FBA9	AGRP_MC3R	simple:O00253	simple:P41968	AGRP	MC3R	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0B1F94CD2	POMC_MC3R	simple:P01189	simple:P41968	POMC	MC3R	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0E9F84F1F	LEFTY1_TDGF1	simple:O75610	simple:P13385	LEFTY1	TDGF1	True	False	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0DA291AD9	GPR75_CCL5	simple:O95800	simple:P13501	GPR75	CCL5	True	True	False	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS073B0CE7A	ACKR2_CCL3L3	simple:O00590	simple:P16619	ACKR2	CCL3L3	True	True	False	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS02572E1EF	NRG1_LGR4	simple:Q02297	simple:Q9BXB1	NRG1	LGR4	True	True	True	InnateDB-All	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0E7EDE823	CCR3_CCL8	simple:P51677	simple:P80075	CCR3	CCL8	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS008EB600F	CCR2_CCL7	simple:P41597	simple:P80098	CCR2	CCL7	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS08B91FD2A	CCR1_CCL7	simple:P32246	simple:P80098	CCR1	CCL7	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0CBA3DA0D	CCR3_CCL7	simple:P51677	simple:P80098	CCR3	CCL7	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0B186A32C	CCR5_CCL7	simple:P51681	simple:P80098	CCR5	CCL7	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0638E0E29	CCR10_CCL7	simple:P46092	simple:P80098	CCR10	CCL7	True	True	False	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS045A5FC60	ACKR2_CCL14	simple:O00590	simple:Q16627	ACKR2	CCL14	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS059CC19A3	CCR1_CCL14	simple:P32246	simple:Q16627	CCR1	CCL14	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0FA7A69D9	CCR3_CCL14	simple:P51677	simple:Q16627	CCR3	CCL14	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0ADA38C78	ACKR2_CCL7	simple:O00590	simple:P80098	ACKR2	CCL7	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS034D3988F	RSPO4_LGR4	simple:Q2I0M5	simple:Q9BXB1	RSPO4	LGR4	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0057AB387	RSPO1_LGR4	simple:Q2MKA7	simple:Q9BXB1	RSPO1	LGR4	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0609FCF76	RSPO4_LGR6	simple:Q2I0M5	simple:Q9HBX8	RSPO4	LGR6	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0D9EFC4F7	GNRH1_GNRHR	simple:P01148	simple:P30968	GNRH1	GNRHR	True	False	True	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SC090068F7B	TSLP_TSLPR	simple:Q969D9	complex:TSLPR	TSLP		True	False	True	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0C694CB44	VEGFA_GRIN2B	simple:P15692	simple:Q13224	VEGFA	GRIN2B	True	False	True	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS070C51D94	FZD7_WNT3	simple:O75084	simple:P56703	FZD7	WNT3	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0A874F65F	LGR4_RSPO3	simple:Q9BXB1	simple:Q9BXY4	LGR4	RSPO3	True	True	False	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0829B8FD2	GRN_CLEC4M	simple:P28799	simple:Q9H2X3	GRN	CLEC4M	True	False	True	InnateDB-All	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS00F979E99	ICAM3_CLEC4M	simple:P32942	simple:Q9H2X3	ICAM3	CLEC4M	True	False	True	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS03E273233	ADORA2A_ENTPD1	simple:P29274	simple:P49961	ADORA2A	ENTPD1	False	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0B0CF0EDF	TNFSF15_TNFRSF25	simple:O95150	simple:Q93038	TNFSF15	TNFRSF25	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0FF6CFDCA	ADORA3_ENTPD1	simple:P0DMS8	simple:P49961	ADORA3	ENTPD1	False	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0A7E3A1AF	C5_C5AR2	simple:P01031	simple:Q9P296	C5	C5AR2	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS075D9B9AD	KNG1_BDKRB1	simple:P01042	simple:P46663	KNG1	BDKRB1	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS033180726	CGA_LHCGR	simple:P01215	simple:P22888	CGA	LHCGR	True	False	True	I2D,InnateDB-All	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0DEF5D0CE	LHB_LHCGR	simple:P01229	simple:P22888	LHB	LHCGR	True	False	True	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0A606E2DA	GH1_PRLR	simple:P01241	simple:P16471	GH1	PRLR	True	False	True	I2D,InnateDB-All,IntAct	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0ACD3CCEE	GH1_GHR	simple:P01241	simple:P10912	GH1	GHR	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS01963C4CA	TG_ASGR1	simple:P01266	simple:P07306	TG	ASGR1	True	False	True	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS012B216F6	PTHLH_PTH2R	simple:P12272	simple:P49190	PTHLH	PTH2R	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS00581282E	C5_C5AR1	simple:P01031	simple:P21730	C5	C5AR1	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS092E57263	CSF2_CSF1R	simple:P04141	simple:P07333	CSF2	CSF1R	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS05D406038	PTGIR_GHRL	simple:P43119	simple:Q9UBU3	PTGIR	GHRL	True	True	False	InnateDB-All	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0CCDBBBC0	CEACAM1_CEACAM8	simple:P13688	simple:P31997	CEACAM1	CEACAM8	True	False	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0E5397537	RSPO1_LGR6	simple:Q2MKA7	simple:Q9HBX8	RSPO1	LGR6	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0EB5364D4	RSPO3_LGR6	simple:Q9BXY4	simple:Q9HBX8	RSPO3	LGR6	True	False	True	guidetopharmacology.org	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0F94547B2	NCR3_NCR3LG1	simple:O14931	simple:Q68D85	NCR3	NCR3LG1	False	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0BAB460FF	ANGPT2_TEK	simple:O15123	simple:Q02763	ANGPT2	TEK	True	False	True	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS012CCE326	EPHA8_EFNA5	simple:P29322	simple:P52803	EPHA8	EFNA5	False	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS01A8F745A	EPHA1_EFNA3	simple:P21709	simple:P52797	EPHA1	EFNA3	False	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS07BECB892	EPHA2_EFNA3	simple:P29317	simple:P52797	EPHA2	EFNA3	False	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0DF162C10	EPHA8_EFNA3	simple:P29322	simple:P52797	EPHA8	EFNA3	False	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS042EB8C7A	TBXA2R_GHRL	simple:P21731	simple:Q9UBU3	TBXA2R	GHRL	True	True	False	InnateDB-All	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS02B285B4D	EPHA8_EFNA4	simple:P29322	simple:P52798	EPHA8	EFNA4	True	True	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0A915097A	GRIN2D_IL16	simple:O15399	simple:Q14005	GRIN2D	IL16	True	True	False	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS070B0E458	GRIN2A_IL16	simple:Q12879	simple:Q14005	GRIN2A	IL16	True	True	False	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0D529E576	GRIN2B_IL16	simple:Q13224	simple:Q14005	GRIN2B	IL16	True	True	False	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS086615F9B	CSF1_CELSR3	simple:P09603	simple:Q9NYQ7	CSF1	CELSR3	True	False	True	I2D	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS04861AD1A	FGFR4_SCGB3A1	simple:P22455	simple:Q96QR1	FGFR4	SCGB3A1	True	True	False	IMEx,InnateDB-All,MINT	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS055B305F1	CEACAM1_CD209	simple:P13688	simple:Q9NNX6	CEACAM1	CD209	True	False	True	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS0A2949959	ICAM3_CD209	simple:P32942	simple:Q9NNX6	ICAM3	CD209	True	False	True	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS08C411721	CEACAM8_CEACAM6	simple:P31997	simple:P40199	CEACAM8	CEACAM6	False	False	False	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SS04C396C5D	VGF_NTRK1	simple:O15240	simple:P04629	VGF	NTRK1	True	False	True	InnateDB-All	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
CPI-SC047CEF2DD	CRLF2_TSLPR	simple:Q9HC73	complex:TSLPR	CRLF2		True	True	True	curated	False	1.44																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																				
