"int_pair","typeA","typeB","clustA","clustB","value"
"GDF15 & GFRAL","L","R","malignant_cell","malignant_cell",0.534
"GDF15 & GFRAL","L","R","malignant_cell","NK",0.655
"GDF15 & GFRAL","L","R","malignant_cell","T_cell",0.638
"GDNF & NCAM1","L","R","B_cell","Endo",0.163
"GDNF & NCAM1","L","R","Endo","Endo",0.128
"GDNF & NCAM1","L","R","Macro","Endo",0.14
"GDNF & NCAM1","L","R","malignant_cell","Endo",0.176
"GDNF & NCAM1","L","R","NK","Endo",0.184
"GDNF & NCAM1","L","R","T_cell","Endo",0.156
"GDNF & NCAM1","L","R","B_cell","malignant_cell",0.118
"GDNF & NCAM1","L","R","malignant_cell","malignant_cell",0.13
"GDNF & NCAM1","L","R","NK","malignant_cell",0.139
"GDNF & NCAM1","L","R","T_cell","malignant_cell",0.111
"GDNF & NCAM1","L","R","B_cell","NK",0.534
"GDNF & NCAM1","L","R","CAF","NK",0.501
"GDNF & NCAM1","L","R","Endo","NK",0.499
"GDNF & NCAM1","L","R","Macro","NK",0.51
"GDNF & NCAM1","L","R","malignant_cell","NK",0.546
"GDNF & NCAM1","L","R","NK","NK",0.555
"GDNF & NCAM1","L","R","T_cell","NK",0.527
"GP1BA & aMb2 complex","L","R","CAF","Macro",0.508
"GP1BA & aMb2 complex","L","R","CAF","NK",0.371
"GP1BA & aMb2 complex","L","R","Endo","Macro",0.496
"GP1BA & aMb2 complex","L","R","Endo","NK",0.359
"GRN & CLEC4M","L","R","B_cell","Endo",0.555
"GRN & CLEC4M","L","R","CAF","Endo",0.872
"GRN & CLEC4M","L","R","Endo","Endo",1.038
"GRN & CLEC4M","L","R","Macro","Endo",1.186
"GRN & CLEC4M","L","R","malignant_cell","Endo",0.98
"GRN & EGFR","L","R","B_cell","CAF",0.611
"GRN & EGFR","L","R","CAF","CAF",0.928
"GRN & EGFR","L","R","Endo","CAF",1.094
"GRN & EGFR","L","R","Macro","CAF",1.242
"GRN & EGFR","L","R","malignant_cell","CAF",1.036
"GRN & SORT1","L","R","B_cell","malignant_cell",0.783
"GRN & SORT1","L","R","CAF","CAF",0.759
"GRN & SORT1","L","R","CAF","Endo",0.75
"GRN & SORT1","L","R","CAF","Macro",0.822
"GRN & SORT1","L","R","CAF","malignant_cell",1.1
"GRN & SORT1","L","R","Endo","CAF",0.925
"GRN & SORT1","L","R","Endo","Endo",0.916
"GRN & SORT1","L","R","Endo","Macro",0.988
"GRN & SORT1","L","R","Endo","malignant_cell",1.266
"GRN & SORT1","L","R","Macro","CAF",1.073
"GRN & SORT1","L","R","Macro","Endo",1.064
"GRN & SORT1","L","R","Macro","Macro",1.136
"GRN & SORT1","L","R","Macro","malignant_cell",1.413
"GRN & SORT1","L","R","malignant_cell","CAF",0.867
"GRN & SORT1","L","R","malignant_cell","Endo",0.859
"GRN & SORT1","L","R","malignant_cell","Macro",0.93
"GRN & SORT1","L","R","malignant_cell","malignant_cell",1.208
"GRN & SORT1","L","R","NK","malignant_cell",0.588
"GRN & TNFRSF1A","L","R","B_cell","CAF",0.858
"GRN & TNFRSF1A","L","R","CAF","CAF",1.174
"GRN & TNFRSF1A","L","R","Endo","CAF",1.34
"GRN & TNFRSF1A","L","R","Macro","CAF",1.488
"GRN & TNFRSF1A","L","R","malignant_cell","CAF",1.282
"GRN & TNFRSF1A","L","R","NK","CAF",0.663
"GRN & TNFRSF1A","L","R","T_cell","CAF",0.62
"GRN & TNFRSF1A","L","R","B_cell","Endo",0.894
"GRN & TNFRSF1A","L","R","CAF","Endo",1.21
"GRN & TNFRSF1A","L","R","Endo","Endo",1.376
"GRN & TNFRSF1A","L","R","Macro","Endo",1.524
"GRN & TNFRSF1A","L","R","malignant_cell","Endo",1.318
"GRN & TNFRSF1A","L","R","NK","Endo",0.699
"GRN & TNFRSF1A","L","R","T_cell","Endo",0.656
"GRN & TNFRSF1A","L","R","B_cell","Macro",0.795
"GRN & TNFRSF1A","L","R","CAF","Macro",1.112
"GRN & TNFRSF1A","L","R","Endo","Macro",1.278
"GRN & TNFRSF1A","L","R","Macro","Macro",1.425
"GRN & TNFRSF1A","L","R","malignant_cell","Macro",1.22
"GRN & TNFRSF1A","L","R","B_cell","malignant_cell",0.665
"GRN & TNFRSF1A","L","R","CAF","malignant_cell",0.982
"GRN & TNFRSF1A","L","R","Endo","malignant_cell",1.148
"GRN & TNFRSF1A","L","R","Macro","malignant_cell",1.295
"GRN & TNFRSF1A","L","R","malignant_cell","malignant_cell",1.09
"GRN & TNFRSF1A","L","R","CAF","NK",0.935
"GRN & TNFRSF1A","L","R","Endo","NK",1.102
"GRN & TNFRSF1A","L","R","Macro","NK",1.249
"GRN & TNFRSF1A","L","R","malignant_cell","NK",1.044
"GRN & TNFRSF1A","L","R","CAF","T_cell",0.769
"GRN & TNFRSF1A","L","R","Endo","T_cell",0.935
"GRN & TNFRSF1A","L","R","Macro","T_cell",1.083
"GRN & TNFRSF1A","L","R","malignant_cell","T_cell",0.877
"GRN & TNFRSF1B","L","R","CAF","B_cell",0.872
"GRN & TNFRSF1B","L","R","Endo","B_cell",1.039
"GRN & TNFRSF1B","L","R","Macro","B_cell",1.186
"GRN & TNFRSF1B","L","R","malignant_cell","B_cell",0.981
"GRN & TNFRSF1B","L","R","CAF","CAF",0.894
"GRN & TNFRSF1B","L","R","Endo","CAF",1.06
"GRN & TNFRSF1B","L","R","Macro","CAF",1.208
"GRN & TNFRSF1B","L","R","malignant_cell","CAF",1.002
"GRN & TNFRSF1B","L","R","CAF","Endo",0.987
"GRN & TNFRSF1B","L","R","Endo","Endo",1.154
"GRN & TNFRSF1B","L","R","Macro","Endo",1.301
"GRN & TNFRSF1B","L","R","malignant_cell","Endo",1.096
"GRN & TNFRSF1B","L","R","B_cell","Macro",1.017
"GRN & TNFRSF1B","L","R","CAF","Macro",1.333
"GRN & TNFRSF1B","L","R","Endo","Macro",1.499
"GRN & TNFRSF1B","L","R","Macro","Macro",1.647
"GRN & TNFRSF1B","L","R","malignant_cell","Macro",1.441
"GRN & TNFRSF1B","L","R","NK","Macro",0.822
"GRN & TNFRSF1B","L","R","T_cell","Macro",0.779
"GRN & TNFRSF1B","L","R","Endo","malignant_cell",0.893
"GRN & TNFRSF1B","L","R","Macro","malignant_cell",1.04
"GRN & TNFRSF1B","L","R","malignant_cell","malignant_cell",0.835
"GRN & TNFRSF1B","L","R","CAF","NK",1.053
"GRN & TNFRSF1B","L","R","Endo","NK",1.219
"GRN & TNFRSF1B","L","R","Macro","NK",1.367
"GRN & TNFRSF1B","L","R","malignant_cell","NK",1.161
"GRN & TNFRSF1B","L","R","B_cell","T_cell",0.867
"GRN & TNFRSF1B","L","R","CAF","T_cell",1.183
"GRN & TNFRSF1B","L","R","Endo","T_cell",1.35
"GRN & TNFRSF1B","L","R","Macro","T_cell",1.497
"GRN & TNFRSF1B","L","R","malignant_cell","T_cell",1.292
"HEBP1 & FPR3","L","R","CAF","Macro",0.81
"HEBP1 & FPR3","L","R","Endo","Macro",0.772
"HEBP1 & FPR3","L","R","Macro","Macro",0.676
"HEBP1 & FPR3","L","R","malignant_cell","Macro",0.771
"HEBP1 & FPR3","L","R","NK","Macro",0.535
"HGF & CD44","L","R","CAF","CAF",0.764
"HGF & CD44","L","R","CAF","Macro",0.818
"HGF & CD44","L","R","CAF","malignant_cell",0.882
"HGF & CD44","L","R","CAF","T_cell",0.806
"HGF & CD44","L","R","Macro","B_cell",0.702
"HGF & CD44","L","R","Macro","CAF",0.779
"HGF & CD44","L","R","Macro","Macro",0.833
"HGF & CD44","L","R","Macro","malignant_cell",0.897
"HGF & CD44","L","R","Macro","T_cell",0.821
"HGF & MET","L","R","CAF","B_cell",0.191
"HGF & MET","L","R","Macro","B_cell",0.206
"HGF & MET","L","R","CAF","CAF",0.225
"HGF & MET","L","R","Macro","CAF",0.24
"HGF & MET","L","R","CAF","Endo",0.346
"HGF & MET","L","R","Macro","Endo",0.361
"HGF & MET","L","R","CAF","Macro",0.196
"HGF & MET","L","R","Macro","Macro",0.211
"HGF & MET","L","R","CAF","malignant_cell",0.4
"HGF & MET","L","R","Macro","malignant_cell",0.415
"HGF & MET","L","R","CAF","NK",0.174
"HGF & MET","L","R","Macro","NK",0.189
"HGF & MET","L","R","CAF","T_cell",0.194
"HGF & MET","L","R","Macro","T_cell",0.209
"HLA-A & KIR3DL1","R","R","B_cell","NK",1.164
"HLA-A & KIR3DL1","R","R","Endo","NK",1.133
"HLA-A & KIR3DL1","R","R","Macro","NK",1.193
"HLA-A & KIR3DL1","R","R","NK","NK",1.241
"HLA-A & KIR3DL1","R","R","T_cell","NK",1.241
"HLA-C & KIR2DL1","R","R","B_cell","NK",1.238
"HLA-C & KIR2DL1","R","R","Endo","NK",1.131
"HLA-C & KIR2DL1","R","R","Macro","NK",1.242
"HLA-C & KIR2DL1","R","R","NK","NK",1.293
"HLA-C & KIR2DL1","R","R","T_cell","NK",1.273
"HLA-C & KIR2DL3","R","R","B_cell","NK",1.249
"HLA-C & KIR2DL3","R","R","Endo","NK",1.143
"HLA-C & KIR2DL3","R","R","Macro","NK",1.254
"HLA-C & KIR2DL3","R","R","NK","NK",1.305
"HLA-C & KIR2DL3","R","R","T_cell","NK",1.284
"HLA-DPB1 & NRG1","R","R","B_cell","CAF",1.04
"HLA-DPB1 & NRG1","R","R","Macro","CAF",1.015
"HLA-DPB1 & NRG1","R","R","T_cell","CAF",0.505
"HLA-E & CD94:NKG2A","L","R","B_cell","NK",1.663
"HLA-E & CD94:NKG2A","L","R","CAF","NK",1.315
"HLA-E & CD94:NKG2A","L","R","Endo","NK",1.583
"HLA-E & CD94:NKG2A","L","R","Macro","NK",1.6
"HLA-E & CD94:NKG2A","L","R","malignant_cell","NK",1.337
"HLA-E & CD94:NKG2A","L","R","NK","NK",1.672
"HLA-E & CD94:NKG2A","L","R","T_cell","NK",1.663
"HLA-E & CD94:NKG2A","L","R","B_cell","T_cell",1.129
"HLA-E & CD94:NKG2A","L","R","Endo","T_cell",1.049
"HLA-E & CD94:NKG2A","L","R","Macro","T_cell",1.066
"HLA-E & CD94:NKG2A","L","R","NK","T_cell",1.138
"HLA-E & CD94:NKG2A","L","R","T_cell","T_cell",1.129
"HLA-E & CD94:NKG2C","L","R","B_cell","NK",1.409
"HLA-E & CD94:NKG2C","L","R","Endo","NK",1.33
"HLA-E & CD94:NKG2C","L","R","Macro","NK",1.347
"HLA-E & CD94:NKG2C","L","R","NK","NK",1.419
"HLA-E & CD94:NKG2C","L","R","T_cell","NK",1.409
"HLA-E & CD94:NKG2C","L","R","B_cell","T_cell",1.185
"HLA-E & CD94:NKG2C","L","R","Endo","T_cell",1.106
"HLA-E & CD94:NKG2C","L","R","Macro","T_cell",1.123
"HLA-E & CD94:NKG2C","L","R","NK","T_cell",1.195
"HLA-E & CD94:NKG2C","L","R","T_cell","T_cell",1.185
"HLA-E & CD94:NKG2E","L","R","B_cell","NK",1.421
"HLA-E & CD94:NKG2E","L","R","Endo","NK",1.342
"HLA-E & CD94:NKG2E","L","R","Macro","NK",1.358
"HLA-E & CD94:NKG2E","L","R","NK","NK",1.43
"HLA-E & CD94:NKG2E","L","R","T_cell","NK",1.421
"HLA-E & CD94:NKG2E","L","R","B_cell","T_cell",1.221
"HLA-E & CD94:NKG2E","L","R","Endo","T_cell",1.142
"HLA-E & CD94:NKG2E","L","R","Macro","T_cell",1.158
"HLA-E & CD94:NKG2E","L","R","NK","T_cell",1.23
"HLA-E & CD94:NKG2E","L","R","T_cell","T_cell",1.221
"HLA-E & KLRC1","L","R","B_cell","NK",1.663
"HLA-E & KLRC1","L","R","B_cell","T_cell",1.129
"HLA-E & KLRC1","L","R","CAF","NK",1.315
"HLA-E & KLRC1","L","R","Endo","NK",1.583
"HLA-E & KLRC1","L","R","Endo","T_cell",1.049
"HLA-E & KLRC1","L","R","Macro","NK",1.6
"HLA-E & KLRC1","L","R","Macro","T_cell",1.066
"HLA-E & KLRC1","L","R","malignant_cell","NK",1.337
"HLA-E & KLRC1","L","R","NK","NK",1.672
"HLA-E & KLRC1","L","R","NK","T_cell",1.138
"HLA-E & KLRC1","L","R","T_cell","NK",1.663
"HLA-E & KLRC1","L","R","T_cell","T_cell",1.129
"HLA-E & KLRC2","L","R","B_cell","NK",1.409
"HLA-E & KLRC2","L","R","B_cell","T_cell",1.185
"HLA-E & KLRC2","L","R","Endo","NK",1.33
"HLA-E & KLRC2","L","R","Endo","T_cell",1.106
"HLA-E & KLRC2","L","R","Macro","NK",1.347
"HLA-E & KLRC2","L","R","Macro","T_cell",1.123
"HLA-E & KLRC2","L","R","NK","NK",1.419
"HLA-E & KLRC2","L","R","NK","T_cell",1.195
"HLA-E & KLRC2","L","R","T_cell","NK",1.409
"HLA-E & KLRC2","L","R","T_cell","T_cell",1.185
"HLA-E & KLRK1","L","R","B_cell","NK",2.046
"HLA-E & KLRK1","L","R","B_cell","T_cell",1.593
"HLA-E & KLRK1","L","R","CAF","NK",1.699
"HLA-E & KLRK1","L","R","Endo","NK",1.967
"HLA-E & KLRK1","L","R","Endo","T_cell",1.514
"HLA-E & KLRK1","L","R","Macro","NK",1.983
"HLA-E & KLRK1","L","R","Macro","T_cell",1.531
"HLA-E & KLRK1","L","R","malignant_cell","NK",1.72
"HLA-E & KLRK1","L","R","malignant_cell","T_cell",1.267
"HLA-E & KLRK1","L","R","NK","NK",2.055
"HLA-E & KLRK1","L","R","NK","T_cell",1.603
"HLA-E & KLRK1","L","R","T_cell","NK",2.046
"HLA-E & KLRK1","L","R","T_cell","T_cell",1.593
"HLA-F & KIR3DL1","L","R","B_cell","NK",0.73
"HLA-F & KIR3DL1","L","R","Endo","NK",0.788
"HLA-F & KIR3DL1","L","R","Macro","NK",0.792
"HLA-F & KIR3DL1","L","R","NK","NK",0.939
"HLA-F & KIR3DL1","L","R","T_cell","NK",0.898
"HLA-F & LILRB1","L","R","B_cell","B_cell",0.93
"HLA-F & LILRB1","L","R","B_cell","Macro",1.192
"HLA-F & LILRB1","L","R","CAF","Macro",0.926
"HLA-F & LILRB1","L","R","Endo","B_cell",0.988
"HLA-F & LILRB1","L","R","Endo","Macro",1.25
"HLA-F & LILRB1","L","R","Macro","B_cell",0.992
"HLA-F & LILRB1","L","R","Macro","Macro",1.254
"HLA-F & LILRB1","L","R","malignant_cell","B_cell",0.821
"HLA-F & LILRB1","L","R","malignant_cell","Macro",1.082
"HLA-F & LILRB1","L","R","NK","B_cell",1.139
"HLA-F & LILRB1","L","R","NK","Endo",0.881
"HLA-F & LILRB1","L","R","NK","Macro",1.401
"HLA-F & LILRB1","L","R","NK","NK",0.971
"HLA-F & LILRB1","L","R","NK","T_cell",0.924
"HLA-F & LILRB1","L","R","T_cell","B_cell",1.098
"HLA-F & LILRB1","L","R","T_cell","Endo",0.84
"HLA-F & LILRB1","L","R","T_cell","Macro",1.36
"HLA-F & LILRB1","L","R","T_cell","malignant_cell",0.81
"HLA-F & LILRB1","L","R","T_cell","NK",0.929
"HLA-F & LILRB1","L","R","T_cell","T_cell",0.883
"HLA-F & LILRB2","L","R","B_cell","Macro",1.184
"HLA-F & LILRB2","L","R","CAF","Macro",0.918
"HLA-F & LILRB2","L","R","Endo","Macro",1.242
"HLA-F & LILRB2","L","R","Macro","B_cell",0.759
"HLA-F & LILRB2","L","R","Macro","Macro",1.246
"HLA-F & LILRB2","L","R","malignant_cell","Macro",1.075
"HLA-F & LILRB2","L","R","NK","B_cell",0.907
"HLA-F & LILRB2","L","R","NK","Macro",1.394
"HLA-F & LILRB2","L","R","NK","NK",0.872
"HLA-F & LILRB2","L","R","T_cell","B_cell",0.865
"HLA-F & LILRB2","L","R","T_cell","Macro",1.352
"HLA-F & LILRB2","L","R","T_cell","NK",0.831
"HLA-G & LILRB1","R","R","B_cell","B_cell",0.653
"HLA-G & LILRB1","R","R","B_cell","Macro",0.915
"HLA-G & LILRB1","R","R","CAF","Macro",0.777
"HLA-G & LILRB1","R","R","Endo","B_cell",0.65
"HLA-G & LILRB1","R","R","Endo","Macro",0.912
"HLA-G & LILRB1","R","R","Macro","B_cell",0.81
"HLA-G & LILRB1","R","R","Macro","Endo",0.552
"HLA-G & LILRB1","R","R","Macro","Macro",1.072
"HLA-G & LILRB1","R","R","Macro","NK",0.641
"HLA-G & LILRB1","R","R","Macro","T_cell",0.595
"HLA-G & LILRB1","R","R","malignant_cell","B_cell",0.56
"HLA-G & LILRB1","R","R","malignant_cell","Macro",0.822
"HLA-G & LILRB1","R","R","NK","B_cell",0.89
"HLA-G & LILRB1","R","R","NK","CAF",0.61
"HLA-G & LILRB1","R","R","NK","Endo",0.632
"HLA-G & LILRB1","R","R","NK","Macro",1.152
"HLA-G & LILRB1","R","R","NK","malignant_cell",0.602
"HLA-G & LILRB1","R","R","NK","NK",0.722
"HLA-G & LILRB1","R","R","NK","T_cell",0.675
"HLA-G & LILRB1","R","R","T_cell","B_cell",0.778
"HLA-G & LILRB1","R","R","T_cell","Endo",0.519
"HLA-G & LILRB1","R","R","T_cell","Macro",1.039
"HLA-G & LILRB1","R","R","T_cell","NK",0.609
"HLA-G & LILRB1","R","R","T_cell","T_cell",0.563
"HLA-G & LILRB2","R","R","B_cell","Macro",0.907
"HLA-G & LILRB2","R","R","CAF","Macro",0.769
"HLA-G & LILRB2","R","R","Endo","Macro",0.904
"HLA-G & LILRB2","R","R","Macro","B_cell",0.577
"HLA-G & LILRB2","R","R","Macro","Macro",1.064
"HLA-G & LILRB2","R","R","Macro","NK",0.542
"HLA-G & LILRB2","R","R","malignant_cell","Macro",0.815
"HLA-G & LILRB2","R","R","NK","B_cell",0.658
"HLA-G & LILRB2","R","R","NK","Macro",1.145
"HLA-G & LILRB2","R","R","NK","NK",0.623
"HLA-G & LILRB2","R","R","T_cell","B_cell",0.545
"HLA-G & LILRB2","R","R","T_cell","Macro",1.032
"HLA-G & LILRB2","R","R","T_cell","NK",0.51
"IAPP & IDE","L","R","B_cell","B_cell",0.523
"IAPP & IDE","L","R","B_cell","CAF",0.567
"IAPP & IDE","L","R","B_cell","Endo",0.543
"IAPP & IDE","L","R","B_cell","Macro",0.526
"IAPP & IDE","L","R","B_cell","malignant_cell",0.552
"IAPP & IDE","L","R","B_cell","T_cell",0.55
"IAPP & IDE","L","R","NK","CAF",0.523
"IAPP & IDE","L","R","NK","malignant_cell",0.508
"IAPP & IDE","L","R","NK","T_cell",0.505
"IAPP & IDE","L","R","T_cell","B_cell",0.504
"IAPP & IDE","L","R","T_cell","CAF",0.549
"IAPP & IDE","L","R","T_cell","Endo",0.524
"IAPP & IDE","L","R","T_cell","Macro",0.507
"IAPP & IDE","L","R","T_cell","malignant_cell",0.533
"IAPP & IDE","L","R","T_cell","T_cell",0.531
"ICAM1 & aLb2 complex","R","R","B_cell","NK",0.885
"ICAM1 & aLb2 complex","R","R","B_cell","T_cell",0.744
"ICAM1 & aLb2 complex","R","R","CAF","NK",0.975
"ICAM1 & aLb2 complex","R","R","CAF","T_cell",0.834
"ICAM1 & aLb2 complex","R","R","Endo","NK",0.99
"ICAM1 & aLb2 complex","R","R","Endo","T_cell",0.849
"ICAM1 & aLb2 complex","R","R","Macro","B_cell",0.866
"ICAM1 & aLb2 complex","R","R","Macro","Macro",0.917
"ICAM1 & aLb2 complex","R","R","Macro","NK",1.289
"ICAM1 & aLb2 complex","R","R","Macro","T_cell",1.148
"ICAM1 & aLb2 complex","R","R","malignant_cell","B_cell",0.719
"ICAM1 & aLb2 complex","R","R","malignant_cell","Macro",0.77
"ICAM1 & aLb2 complex","R","R","malignant_cell","NK",1.142
"ICAM1 & aLb2 complex","R","R","malignant_cell","T_cell",1.001
"ICAM1 & aLb2 complex","R","R","NK","NK",0.941
"ICAM1 & aLb2 complex","R","R","NK","T_cell",0.8
"ICAM1 & aLb2 complex","R","R","T_cell","NK",0.869
"ICAM1 & aLb2 complex","R","R","T_cell","T_cell",0.728
"ICAM1 & aMb2 complex","R","R","B_cell","Macro",0.56
"ICAM1 & aMb2 complex","R","R","B_cell","NK",0.423
"ICAM1 & aMb2 complex","R","R","CAF","Macro",0.651
"ICAM1 & aMb2 complex","R","R","CAF","NK",0.514
"ICAM1 & aMb2 complex","R","R","Endo","Macro",0.665
"ICAM1 & aMb2 complex","R","R","Endo","NK",0.528
"ICAM1 & aMb2 complex","R","R","Macro","Macro",0.964
"ICAM1 & aMb2 complex","R","R","Macro","NK",0.827
"ICAM1 & aMb2 complex","R","R","malignant_cell","Macro",0.818
"ICAM1 & aMb2 complex","R","R","malignant_cell","NK",0.68
"ICAM1 & aMb2 complex","R","R","NK","Macro",0.617
"ICAM1 & aMb2 complex","R","R","NK","NK",0.479
"ICAM1 & aMb2 complex","R","R","T_cell","Macro",0.545
"ICAM1 & aMb2 complex","R","R","T_cell","NK",0.407
"ICAM1 & aXb2 complex","R","R","B_cell","Macro",0.824
"ICAM1 & aXb2 complex","R","R","B_cell","NK",0.597
"ICAM1 & aXb2 complex","R","R","CAF","B_cell",0.397
"ICAM1 & aXb2 complex","R","R","CAF","Macro",0.915
"ICAM1 & aXb2 complex","R","R","CAF","NK",0.688
"ICAM1 & aXb2 complex","R","R","Endo","B_cell",0.411
"ICAM1 & aXb2 complex","R","R","Endo","Macro",0.929
"ICAM1 & aXb2 complex","R","R","Endo","NK",0.702
"ICAM1 & aXb2 complex","R","R","Macro","B_cell",0.711
"ICAM1 & aXb2 complex","R","R","Macro","CAF",0.585
"ICAM1 & aXb2 complex","R","R","Macro","Endo",0.596
"ICAM1 & aXb2 complex","R","R","Macro","Macro",1.228
"ICAM1 & aXb2 complex","R","R","Macro","malignant_cell",0.608
"ICAM1 & aXb2 complex","R","R","Macro","NK",1.002
"ICAM1 & aXb2 complex","R","R","Macro","T_cell",0.664
"ICAM1 & aXb2 complex","R","R","malignant_cell","B_cell",0.564
"ICAM1 & aXb2 complex","R","R","malignant_cell","CAF",0.439
"ICAM1 & aXb2 complex","R","R","malignant_cell","Endo",0.449
"ICAM1 & aXb2 complex","R","R","malignant_cell","Macro",1.082
"ICAM1 & aXb2 complex","R","R","malignant_cell","malignant_cell",0.461
"ICAM1 & aXb2 complex","R","R","malignant_cell","NK",0.855
"ICAM1 & aXb2 complex","R","R","malignant_cell","T_cell",0.517
"ICAM1 & aXb2 complex","R","R","NK","Macro",0.88
"ICAM1 & aXb2 complex","R","R","NK","NK",0.654
"ICAM1 & aXb2 complex","R","R","T_cell","Macro",0.808
"ICAM1 & aXb2 complex","R","R","T_cell","NK",0.582
"ICAM1 & ITGAL","R","R","B_cell","NK",0.885
"ICAM1 & ITGAL","R","R","B_cell","T_cell",0.744
"ICAM1 & ITGAL","R","R","CAF","NK",0.975
"ICAM1 & ITGAL","R","R","CAF","T_cell",0.834
"ICAM1 & ITGAL","R","R","Endo","NK",0.99
"ICAM1 & ITGAL","R","R","Endo","T_cell",0.849
"ICAM1 & ITGAL","R","R","Macro","B_cell",0.866
"ICAM1 & ITGAL","R","R","Macro","Macro",0.917
"ICAM1 & ITGAL","R","R","Macro","NK",1.289
"ICAM1 & ITGAL","R","R","Macro","T_cell",1.148
"ICAM1 & ITGAL","R","R","malignant_cell","B_cell",0.719
"ICAM1 & ITGAL","R","R","malignant_cell","Macro",0.77
"ICAM1 & ITGAL","R","R","malignant_cell","NK",1.142
"ICAM1 & ITGAL","R","R","malignant_cell","T_cell",1.001
"ICAM1 & ITGAL","R","R","NK","NK",0.941
"ICAM1 & ITGAL","R","R","NK","T_cell",0.8
"ICAM1 & ITGAL","R","R","T_cell","NK",0.869
"ICAM1 & ITGAL","R","R","T_cell","T_cell",0.728
"ICAM2 & aLb2 complex","L","R","B_cell","NK",0.878
"ICAM2 & aLb2 complex","L","R","B_cell","T_cell",0.737
"ICAM2 & aLb2 complex","L","R","CAF","NK",0.815
"ICAM2 & aLb2 complex","L","R","CAF","T_cell",0.674
"ICAM2 & aLb2 complex","L","R","Endo","B_cell",0.863
"ICAM2 & aLb2 complex","L","R","Endo","CAF",0.624
"ICAM2 & aLb2 complex","L","R","Endo","Endo",0.643
"ICAM2 & aLb2 complex","L","R","Endo","Macro",0.914
"ICAM2 & aLb2 complex","L","R","Endo","malignant_cell",0.613
"ICAM2 & aLb2 complex","L","R","Endo","NK",1.286
"ICAM2 & aLb2 complex","L","R","Endo","T_cell",1.145
"ICAM2 & aLb2 complex","L","R","Macro","NK",0.913
"ICAM2 & aLb2 complex","L","R","Macro","T_cell",0.772
"ICAM2 & aLb2 complex","L","R","NK","Macro",0.585
"ICAM2 & aLb2 complex","L","R","NK","NK",0.958
"ICAM2 & aLb2 complex","L","R","NK","T_cell",0.817
"ICAM2 & aLb2 complex","L","R","T_cell","NK",0.89
"ICAM2 & aLb2 complex","L","R","T_cell","T_cell",0.749
"ICAM3 & aLb2 complex","L","R","B_cell","Macro",0.726
"ICAM3 & aLb2 complex","L","R","B_cell","NK",1.099
"ICAM3 & aLb2 complex","L","R","B_cell","T_cell",0.958
"ICAM3 & aLb2 complex","L","R","CAF","NK",0.835
"ICAM3 & aLb2 complex","L","R","Macro","NK",0.871
"ICAM3 & aLb2 complex","L","R","Macro","T_cell",0.73
"ICAM3 & aLb2 complex","L","R","malignant_cell","NK",0.809
"ICAM3 & aLb2 complex","L","R","malignant_cell","T_cell",0.668
"ICAM3 & aLb2 complex","L","R","NK","NK",1.158
"ICAM3 & aLb2 complex","L","R","NK","T_cell",1.017
"ICAM3 & aLb2 complex","L","R","T_cell","B_cell",0.712
"ICAM3 & aLb2 complex","L","R","T_cell","Macro",0.763
"ICAM3 & aLb2 complex","L","R","T_cell","NK",1.135
"ICAM3 & aLb2 complex","L","R","T_cell","T_cell",0.994
"ICAM3 & CD209","L","R","B_cell","B_cell",0.568
"ICAM3 & CD209","L","R","B_cell","Endo",0.543
"ICAM3 & CD209","L","R","B_cell","Macro",0.655
"ICAM3 & CD209","L","R","B_cell","NK",0.552
"ICAM3 & CD209","L","R","B_cell","T_cell",0.561
"ICAM3 & CD209","L","R","NK","B_cell",0.627
"ICAM3 & CD209","L","R","NK","Endo",0.601
"ICAM3 & CD209","L","R","NK","Macro",0.714
"ICAM3 & CD209","L","R","NK","NK",0.61
"ICAM3 & CD209","L","R","NK","T_cell",0.62
"ICAM3 & CD209","L","R","T_cell","B_cell",0.604
"ICAM3 & CD209","L","R","T_cell","CAF",0.489
"ICAM3 & CD209","L","R","T_cell","Endo",0.579
"ICAM3 & CD209","L","R","T_cell","Macro",0.692
"ICAM3 & CD209","L","R","T_cell","malignant_cell",0.485
"ICAM3 & CD209","L","R","T_cell","NK",0.588
"ICAM3 & CD209","L","R","T_cell","T_cell",0.597
"ICAM3 & CLEC4M","L","R","B_cell","Endo",0.583
"ICAM3 & CLEC4M","L","R","Macro","Endo",0.355
"ICAM3 & CLEC4M","L","R","NK","Endo",0.641
"ICAM3 & CLEC4M","L","R","T_cell","Endo",0.619
"ICAM4 & aLb2 complex","L","R","B_cell","NK",0.904
"ICAM4 & aLb2 complex","L","R","B_cell","T_cell",0.763
"ICAM4 & aLb2 complex","L","R","CAF","NK",0.811
"ICAM4 & aLb2 complex","L","R","CAF","T_cell",0.67
"ICAM4 & aLb2 complex","L","R","Endo","NK",0.878
"ICAM4 & aLb2 complex","L","R","Endo","T_cell",0.737
"ICAM4 & aLb2 complex","L","R","Macro","NK",0.889
"ICAM4 & aLb2 complex","L","R","Macro","T_cell",0.748
"ICAM4 & aLb2 complex","L","R","malignant_cell","NK",0.786
"ICAM4 & aLb2 complex","L","R","malignant_cell","T_cell",0.645
"ICAM4 & aLb2 complex","L","R","NK","NK",0.839
"ICAM4 & aLb2 complex","L","R","NK","T_cell",0.698
"ICAM4 & aLb2 complex","L","R","T_cell","NK",0.893
